INDEX,TRIP_ID,CALL_TYPE,TIMESTAMP,POLYLINE
3155,1393843900620000074,B,1393843900,"[[-8.613882,41.141259],[-8.613909,41.141277],[-8.614287,41.141178],[-8.614575,41.141511],[-8.61435,41.142249],[-8.61408,41.142771],[-8.613135,41.143392],[-8.6121,41.144139],[-8.611587,41.144562],[-8.611416,41.144742],[-8.610822,41.144859],[-8.610579,41.144031],[-8.610372,41.143284],[-8.611236,41.14305],[-8.611803,41.142879],[-8.611722,41.142825],[-8.611596,41.142951],[-8.610948,41.143095],[-8.609994,41.143239],[-8.608473,41.143113],[-8.606817,41.142312],[-8.60526,41.143113],[-8.605035,41.14377],[-8.605044,41.14377],[-8.604657,41.143959],[-8.602911,41.143383],[-8.602497,41.143239],[-8.601867,41.141772],[-8.601453,41.139774],[-8.60121,41.137875],[-8.602389,41.137506],[-8.603973,41.137857],[-8.605179,41.137551],[-8.606637,41.136957],[-8.607654,41.136525],[-8.607681,41.136516],[-8.607717,41.136498],[-8.608059,41.136453],[-8.608266,41.137281],[-8.608311,41.137839],[-8.608248,41.137866],[-8.608266,41.137902],[-8.608311,41.137884],[-8.60832,41.137893],[-8.608311,41.137893],[-8.608329,41.137902],[-8.608338,41.137893],[-8.608329,41.137884],[-8.608347,41.137884],[-8.608329,41.137902],[-8.60832,41.137911],[-8.608338,41.137911],[-8.608338,41.137902],[-8.608311,41.137911],[-8.60832,41.137911],[-8.608311,41.137902],[-8.608311,41.137902],[-8.608329,41.137902],[-8.608338,41.137911],[-8.608329,41.137902],[-8.608311,41.137902],[-8.608347,41.137767],[-8.608194,41.137272],[-8.60814,41.136777],[-8.60805,41.136462],[-8.60796,41.136381],[-8.607006,41.136777],[-8.605782,41.137281],[-8.604558,41.137839],[-8.60391,41.137731],[-8.602407,41.137515],[-8.602119,41.13747],[-8.601552,41.137299],[-8.601129,41.138622],[-8.601543,41.140701],[-8.601957,41.14269],[-8.602542,41.144076],[-8.603127,41.145255],[-8.604072,41.145417],[-8.604684,41.144697],[-8.60526,41.144211],[-8.606448,41.144562],[-8.606709,41.144697],[-8.607186,41.145102],[-8.60742,41.145525],[-8.607051,41.146029],[-8.607006,41.146344],[-8.606889,41.146569],[-8.606916,41.146695],[-8.606889,41.146722],[-8.606862,41.146785],[-8.60688,41.147064],[-8.607402,41.14719],[-8.608077,41.147262],[-8.608329,41.147334],[-8.608455,41.147262],[-8.608509,41.147253],[-8.608761,41.147379],[-8.610012,41.14764],[-8.611038,41.147883],[-8.611902,41.147973],[-8.613234,41.148333],[-8.613873,41.148324],[-8.61426,41.148315],[-8.614485,41.147874],[-8.614836,41.147433],[-8.614872,41.147397],[-8.614953,41.147298],[-8.615898,41.147307],[-8.616051,41.147208],[-8.616204,41.147163],[-8.616996,41.147253],[-8.617617,41.147226],[-8.617644,41.147226],[-8.617995,41.147658],[-8.618139,41.148144],[-8.618193,41.148351],[-8.618319,41.148495],[-8.618355,41.148522],[-8.618616,41.148567],[-8.618922,41.148639],[-8.619336,41.148585],[-8.619588,41.148351],[-8.619705,41.148207],[-8.62002,41.14782],[-8.620317,41.147487],[-8.621118,41.147451],[-8.62245,41.147757],[-8.624088,41.148171],[-8.624871,41.148495],[-8.62542,41.148765],[-8.625735,41.150025],[-8.625816,41.151285],[-8.625987,41.152185],[-8.625996,41.152248],[-8.626329,41.153301],[-8.626824,41.154723],[-8.627283,41.155461],[-8.627517,41.155821],[-8.628318,41.156757],[-8.628498,41.156856],[-8.628543,41.156838],[-8.62857,41.156874],[-8.62803,41.157531],[-8.627976,41.157594],[-8.627931,41.157738],[-8.628228,41.158485],[-8.629128,41.158881],[-8.630136,41.158485],[-8.631225,41.15835],[-8.632692,41.158584],[-8.634222,41.158836],[-8.635266,41.159007],[-8.635356,41.159052],[-8.636679,41.15925],[-8.638605,41.159556],[-8.640261,41.159844],[-8.641458,41.160051],[-8.642799,41.160276],[-8.643438,41.160384],[-8.643465,41.160357],[-8.643528,41.160384],[-8.644167,41.160474],[-8.64621,41.160834],[-8.648055,41.161158],[-8.649585,41.161419],[-8.650377,41.161581],[-8.651367,41.161743],[-8.652375,41.161914],[-8.653743,41.162148],[-8.655291,41.1624],[-8.656884,41.16267],[-8.65854,41.16294],[-8.66016,41.16321],[-8.661717,41.163471],[-8.663508,41.163768],[-8.665146,41.16402],[-8.666631,41.164272],[-8.668611,41.164596],[-8.668926,41.16465],[-8.670609,41.164947],[-8.671608,41.165136],[-8.672067,41.165217],[-8.674101,41.165568],[-8.676288,41.165964],[-8.67726,41.166117],[-8.677314,41.166099],[-8.678853,41.16636],[-8.680914,41.166702],[-8.683011,41.167044],[-8.684919,41.167368],[-8.68698,41.16771],[-8.688006,41.168232],[-8.687619,41.169042],[-8.686971,41.170131],[-8.687277,41.171265],[-8.687826,41.172102],[-8.688312,41.172849],[-8.68824,41.173344],[-8.689122,41.173677],[-8.688573,41.172858],[-8.68779,41.171859],[-8.687079,41.170599],[-8.687493,41.169267],[-8.688528,41.168421],[-8.689275,41.168223],[-8.689311,41.168142],[-8.689392,41.168025],[-8.689392,41.168034],[-8.689383,41.168034],[-8.689383,41.168034],[-8.689383,41.168034],[-8.689383,41.168034],[-8.689383,41.168034],[-8.689383,41.168034],[-8.689212,41.167575],[-8.688222,41.167188],[-8.687637,41.166189],[-8.686872,41.164839],[-8.686755,41.164605],[-8.686692,41.164515],[-8.68617,41.163579],[-8.685378,41.162166],[-8.684541,41.160699],[-8.683857,41.159475],[-8.683614,41.159115],[-8.682858,41.158224],[-8.682075,41.157324],[-8.68203,41.15727],[-8.68203,41.157279],[-8.681418,41.156541],[-8.680302,41.1552],[-8.679096,41.153742],[-8.678403,41.15268],[-8.677971,41.152014],[-8.677566,41.151141],[-8.676522,41.150331],[-8.675829,41.149602],[-8.675118,41.149332],[-8.674173,41.149386],[-8.673174,41.149188],[-8.672256,41.149044],[-8.671599,41.149026],[-8.670528,41.148738],[-8.66898,41.148153],[-8.667468,41.147532],[-8.666334,41.147541],[-8.665335,41.147982],[-8.664057,41.148027],[-8.662608,41.147748],[-8.661825,41.147586],[-8.661672,41.14755],[-8.661051,41.147388],[-8.659692,41.146965],[-8.658027,41.146713],[-8.657082,41.1471],[-8.656029,41.147649],[-8.654481,41.148414],[-8.653482,41.148351],[-8.652492,41.148216],[-8.650233,41.147928],[-8.648721,41.148126],[-8.648622,41.148162],[-8.647083,41.14845],[-8.644968,41.148279],[-8.642781,41.148018],[-8.640558,41.148423],[-8.638353,41.148387],[-8.636013,41.148135],[-8.634177,41.147604],[-8.632872,41.146938],[-8.631603,41.146236],[-8.630631,41.146362],[-8.629362,41.146254],[-8.628462,41.145543],[-8.626905,41.145363],[-8.625258,41.145507],[-8.62452,41.145543],[-8.622675,41.14566],[-8.620992,41.145876],[-8.620443,41.145975],[-8.620443,41.145966],[-8.620479,41.145957],[-8.620371,41.145984],[-8.619579,41.14611],[-8.618886,41.146209],[-8.618445,41.146281],[-8.618427,41.146263],[-8.617698,41.146308],[-8.617455,41.145417],[-8.616834,41.144868],[-8.616222,41.145165],[-8.616069,41.145237],[-8.61606,41.145228],[-8.615853,41.145336],[-8.615007,41.145678],[-8.613999,41.146002],[-8.61336,41.145867],[-8.612559,41.145993],[-8.612478,41.145984],[-8.6121,41.145984],[-8.611254,41.146362],[-8.611038,41.147406],[-8.610975,41.147703],[-8.610975,41.147703],[-8.610957,41.147703],[-8.610912,41.147928],[-8.610597,41.148936],[-8.609958,41.149188],[-8.609238,41.149134],[-8.608914,41.14908],[-8.608419,41.1489],[-8.608158,41.148837],[-8.607726,41.148765]]"
3211,1395215757620000333,C,1395215757,"[[-8.586702,41.177745],[-8.58672,41.177745],[-8.586711,41.177736],[-8.586711,41.177736],[-8.586702,41.177745],[-8.586711,41.177745],[-8.586729,41.177745],[-8.586738,41.177745],[-8.586729,41.177745],[-8.586747,41.177754],[-8.586774,41.177736],[-8.586792,41.177718],[-8.586774,41.177709],[-8.586756,41.177709],[-8.586747,41.177709],[-8.586729,41.177709],[-8.58672,41.177709],[-8.586711,41.177718],[-8.586702,41.177727],[-8.586693,41.177727],[-8.58672,41.177727],[-8.586747,41.177718],[-8.586756,41.177718],[-8.586765,41.177727],[-8.586882,41.178339],[-8.585901,41.179338],[-8.584254,41.180778],[-8.583768,41.18121],[-8.583768,41.181192],[-8.583768,41.181174],[-8.583399,41.181066],[-8.582283,41.180526],[-8.58186,41.180517],[-8.582958,41.18094],[-8.582958,41.181048],[-8.582931,41.181129],[-8.582913,41.181201],[-8.583444,41.181336],[-8.585325,41.180787],[-8.587296,41.179779],[-8.589132,41.179833],[-8.592003,41.180733],[-8.593407,41.183757],[-8.594559,41.187186],[-8.593803,41.190498],[-8.591355,41.1939],[-8.588691,41.196744],[-8.586963,41.199246],[-8.586873,41.198553],[-8.590707,41.198094],[-8.593929,41.196906],[-8.598789,41.198247],[-8.604126,41.199498],[-8.609391,41.200767],[-8.61489,41.201658],[-8.620101,41.203665],[-8.625186,41.205924],[-8.630316,41.20731],[-8.634501,41.206761],[-8.639694,41.205231],[-8.645067,41.203791],[-8.649945,41.203341],[-8.651655,41.206257],[-8.651943,41.210208],[-8.653707,41.214123],[-8.656929,41.217795],[-8.660025,41.220981],[-8.662977,41.224131],[-8.666028,41.227173],[-8.668026,41.230035],[-8.66664,41.233059],[-8.667567,41.235615],[-8.668188,41.23818],[-8.670312,41.239035],[-8.67024,41.237604],[-8.670249,41.237442],[-8.670186,41.237307],[-8.670159,41.237361],[-8.669853,41.237307],[-8.669682,41.237208],[-8.669727,41.237154],[-8.66979,41.237118],[-8.669637,41.23701]]"
3232,1378565692620000042,B,1378565692,"[[-8.619759,41.148054],[-8.619786,41.148045],[-8.620083,41.147721],[-8.620335,41.146866],[-8.620281,41.146515],[-8.620227,41.146227],[-8.619642,41.145993],[-8.618625,41.145831],[-8.618364,41.144886],[-8.618337,41.144229],[-8.618175,41.143365],[-8.617437,41.142852],[-8.616852,41.142411],[-8.616033,41.142645],[-8.615502,41.142726],[-8.615349,41.142312],[-8.615286,41.141619],[-8.615286,41.141115],[-8.615313,41.141106],[-8.615313,41.14098],[-8.61498,41.140863],[-8.614224,41.141106],[-8.613639,41.141394],[-8.612982,41.141565],[-8.610273,41.141007],[-8.609247,41.140872],[-8.607474,41.141304],[-8.605305,41.141808],[-8.603298,41.141817],[-8.602083,41.14197],[-8.601732,41.142042],[-8.600202,41.141934],[-8.598537,41.141394],[-8.596935,41.140674],[-8.595261,41.139954],[-8.593812,41.139954],[-8.592678,41.140053],[-8.591589,41.140143],[-8.589771,41.140476],[-8.588088,41.141628],[-8.586756,41.143041],[-8.584317,41.143608],[-8.581743,41.143734],[-8.579529,41.144022],[-8.578152,41.144517],[-8.577621,41.144526],[-8.576028,41.143968],[-8.574129,41.143923],[-8.573013,41.143365],[-8.572068,41.142681],[-8.571051,41.141817],[-8.569746,41.14107],[-8.568288,41.140575],[-8.566785,41.140251],[-8.565579,41.140494],[-8.564031,41.140971],[-8.562942,41.141178],[-8.56233,41.141187],[-8.561916,41.141178],[-8.561889,41.141358],[-8.561889,41.14134],[-8.561889,41.141349],[-8.561889,41.141367],[-8.56206,41.141547],[-8.562231,41.142492]]"
3285,1390078128620000023,C,1390078128,"[[-8.613324,41.166855],[-8.613297,41.166837],[-8.613243,41.166837],[-8.613189,41.166828],[-8.613189,41.166729],[-8.612244,41.166351],[-8.61165,41.165316],[-8.611272,41.16474],[-8.611254,41.164731],[-8.611173,41.164668],[-8.609481,41.164515],[-8.608608,41.163957],[-8.608977,41.163021],[-8.609067,41.16276],[-8.609265,41.162337],[-8.609805,41.161086],[-8.609841,41.160798],[-8.60985,41.160789],[-8.609895,41.159925],[-8.609904,41.158557],[-8.610003,41.157405],[-8.610003,41.157387],[-8.609922,41.157441],[-8.609931,41.157171],[-8.609967,41.155227],[-8.609895,41.153814],[-8.609778,41.153796],[-8.609778,41.153805]]"
3287,1376508015620000004,A,1376508015,"[[-8.66493,41.148162],[-8.665002,41.148171],[-8.664939,41.148117],[-8.663958,41.148],[-8.661816,41.147595],[-8.65971,41.146974],[-8.657172,41.147037],[-8.654805,41.148261],[-8.652429,41.148225],[-8.649855,41.147883],[-8.64738,41.14845],[-8.644527,41.148225],[-8.642907,41.148036],[-8.641737,41.148171],[-8.639523,41.148459],[-8.637264,41.148324],[-8.636022,41.148144],[-8.634168,41.147622],[-8.633592,41.147343],[-8.632359,41.146668],[-8.631954,41.146416],[-8.630379,41.145345],[-8.628417,41.144688],[-8.626347,41.144769],[-8.624538,41.144598],[-8.622891,41.144076],[-8.621478,41.143518],[-8.620551,41.142762],[-8.619579,41.14206],[-8.618229,41.141277],[-8.616744,41.14062],[-8.615889,41.140593],[-8.615799,41.140638],[-8.614971,41.140926],[-8.614224,41.141187],[-8.614062,41.141232],[-8.61363,41.141376],[-8.610606,41.141205],[-8.609931,41.140854],[-8.609661,41.140818],[-8.6076,41.141277],[-8.604927,41.141844],[-8.602416,41.141952],[-8.599671,41.141907],[-8.597232,41.140881],[-8.594721,41.139918],[-8.59194,41.140143],[-8.58933,41.140746],[-8.587476,41.142267],[-8.585388,41.143617],[-8.582499,41.14377],[-8.58024,41.143779],[-8.579025,41.144301],[-8.578161,41.14458],[-8.577873,41.144607],[-8.578206,41.145354],[-8.579205,41.146335],[-8.579592,41.147577],[-8.578422,41.148873],[-8.577,41.150277],[-8.575065,41.151123],[-8.574786,41.152221],[-8.573778,41.152968],[-8.573985,41.154147],[-8.574273,41.155452],[-8.574642,41.156613],[-8.574957,41.157891],[-8.57556,41.158494],[-8.576568,41.158314],[-8.576739,41.158278],[-8.576757,41.158269],[-8.576748,41.158269]]"
3348,1393324469620000094,A,1393324469,"[[-8.660871,41.147343],[-8.661285,41.147496],[-8.661258,41.14845],[-8.661051,41.149395],[-8.660538,41.149773],[-8.660547,41.150457],[-8.65845,41.1507],[-8.657487,41.150997],[-8.657118,41.151159],[-8.655714,41.151816],[-8.654175,41.152122],[-8.651448,41.152518],[-8.649981,41.153823],[-8.648316,41.154219],[-8.647434,41.155083],[-8.646012,41.15628],[-8.645229,41.157774],[-8.644194,41.158899],[-8.642709,41.159664],[-8.642412,41.159835],[-8.642223,41.159952],[-8.641395,41.160195],[-8.640666,41.160501],[-8.640567,41.160627]]"
3375,1391539526620000529,C,1391539526,"[[-8.654832,41.15331],[-8.655174,41.153427],[-8.655975,41.154849],[-8.654121,41.155641],[-8.653617,41.15556],[-8.653635,41.15556],[-8.653617,41.155569],[-8.653572,41.155542],[-8.653581,41.155533],[-8.653572,41.155533],[-8.653563,41.155551],[-8.653563,41.155551],[-8.653554,41.155551],[-8.653563,41.155551],[-8.65359,41.155551],[-8.653572,41.155542],[-8.653563,41.155542],[-8.653545,41.155551],[-8.653518,41.15556],[-8.653518,41.15556],[-8.653518,41.155551],[-8.653509,41.155551],[-8.653518,41.155551],[-8.653536,41.155569],[-8.653536,41.155587],[-8.653545,41.155587],[-8.653527,41.155578],[-8.653527,41.155569],[-8.652816,41.155776],[-8.652771,41.156946],[-8.651925,41.157675],[-8.650638,41.158197],[-8.650134,41.159196],[-8.65071,41.160555],[-8.651538,41.161482],[-8.650296,41.161428],[-8.650287,41.161401],[-8.650053,41.161365],[-8.647974,41.161014],[-8.647731,41.160969],[-8.647092,41.16087],[-8.645013,41.160501],[-8.644788,41.160393],[-8.644797,41.160384],[-8.643438,41.160294],[-8.64243,41.160123],[-8.640936,41.159871],[-8.638884,41.15952],[-8.637075,41.15925],[-8.636373,41.159187],[-8.636319,41.159223],[-8.634834,41.158899],[-8.633277,41.158719],[-8.632872,41.159727],[-8.632674,41.16042],[-8.632674,41.160438],[-8.632683,41.160456],[-8.632683,41.160492]]"
3376,1396894065620000230,B,1396894065,"[[-8.639775,41.159763],[-8.639784,41.159763],[-8.639793,41.159763],[-8.639865,41.159754],[-8.640153,41.159754],[-8.640369,41.15979],[-8.640972,41.158782],[-8.641314,41.157396],[-8.641701,41.155965],[-8.642088,41.15466],[-8.642142,41.154525],[-8.64225,41.154264],[-8.642268,41.154255],[-8.642286,41.154255],[-8.642295,41.154201],[-8.641287,41.153715],[-8.638614,41.153049],[-8.635761,41.152419],[-8.633223,41.152581],[-8.631873,41.152635],[-8.63037,41.152572],[-8.627049,41.152356],[-8.626599,41.152482],[-8.626473,41.152554],[-8.62587,41.151609],[-8.625789,41.150178],[-8.625483,41.148558],[-8.623665,41.148018],[-8.623053,41.147928],[-8.622036,41.147622],[-8.620416,41.147037],[-8.620101,41.14611],[-8.618562,41.146263],[-8.617599,41.145921],[-8.616951,41.144922],[-8.615295,41.145651],[-8.613891,41.145948],[-8.612559,41.145903],[-8.612415,41.145957],[-8.61183,41.146065],[-8.611434,41.146101],[-8.611056,41.146065],[-8.611065,41.146182],[-8.610966,41.146164],[-8.610903,41.14566],[-8.610822,41.144769],[-8.610561,41.143761],[-8.610534,41.143212],[-8.611569,41.143023]]"
3389,1402053344620000024,C,1402053344,"[[-8.647263,41.15421],[-8.648091,41.154228],[-8.648955,41.154255],[-8.650089,41.154093],[-8.650395,41.153904],[-8.650314,41.153832],[-8.64891,41.154102],[-8.648424,41.154129],[-8.646453,41.154192],[-8.643987,41.154426],[-8.642025,41.153949],[-8.639955,41.153373],[-8.637777,41.152824],[-8.636526,41.152545],[-8.635644,41.152392],[-8.634708,41.152365],[-8.633349,41.152545],[-8.632791,41.152626],[-8.632287,41.152608],[-8.631954,41.15259],[-8.630523,41.152473],[-8.628291,41.152347],[-8.627166,41.152167],[-8.626725,41.152158],[-8.626671,41.152185],[-8.626644,41.152203],[-8.626176,41.152365],[-8.626176,41.152716],[-8.626221,41.152914],[-8.626383,41.15385],[-8.626536,41.154039],[-8.626635,41.154084]]"
3500,1382346631620000653,B,1382346631,"[[-8.649603,41.16726],[-8.649666,41.166891],[-8.649495,41.16645],[-8.649621,41.166513],[-8.649603,41.166513],[-8.649747,41.166261],[-8.646723,41.165721],[-8.644527,41.165361],[-8.642772,41.164974],[-8.643231,41.163516],[-8.643627,41.162328],[-8.643609,41.162337],[-8.6436,41.162346]]"
3532,1393439880620000066,C,1393439880,"[[-8.56017,41.171958],[-8.560368,41.171913],[-8.560746,41.171391],[-8.560827,41.170185],[-8.560161,41.168853],[-8.558577,41.168457],[-8.556624,41.168637],[-8.554374,41.168826],[-8.552466,41.168844],[-8.551062,41.168313],[-8.549397,41.167521],[-8.548434,41.167287],[-8.547705,41.168277],[-8.547003,41.16834],[-8.54694,41.16834],[-8.546832,41.16879],[-8.545563,41.168691],[-8.54379,41.168349],[-8.542206,41.168286],[-8.541162,41.168169],[-8.539623,41.168079],[-8.538966,41.168007],[-8.537517,41.167863],[-8.53614,41.16753],[-8.534934,41.167647],[-8.534295,41.168088],[-8.533917,41.168421],[-8.533629,41.16834],[-8.532918,41.168142],[-8.53182,41.167854],[-8.529993,41.167242],[-8.528688,41.166801],[-8.527095,41.166207],[-8.526627,41.16501],[-8.526465,41.16447]]"
3572,1399090114620000424,C,1399090114,"[[-8.683434,41.159151],[-8.683551,41.159223],[-8.683506,41.159511],[-8.682741,41.159745],[-8.681742,41.160213],[-8.679888,41.160951],[-8.677548,41.162103],[-8.675496,41.16294],[-8.673282,41.162499],[-8.672103,41.16312],[-8.671275,41.164569],[-8.671203,41.164731],[-8.671194,41.164758],[-8.669466,41.164596],[-8.665965,41.163993],[-8.662752,41.163525],[-8.659395,41.162985],[-8.657208,41.162535],[-8.657235,41.162535],[-8.656767,41.162445],[-8.655858,41.162301],[-8.655849,41.162292],[-8.655696,41.162274],[-8.653347,41.161878],[-8.650422,41.161401],[-8.649963,41.159691],[-8.647173,41.158071],[-8.645319,41.154822],[-8.642628,41.151609],[-8.640603,41.148261],[-8.639838,41.145057],[-8.640036,41.143293],[-8.641359,41.14251],[-8.641701,41.141943]]"
3587,1398859490620000319,B,1398859490,"[[-8.627598,41.157612],[-8.627661,41.157657],[-8.628273,41.158071],[-8.629146,41.158692],[-8.629263,41.158719],[-8.629389,41.158728],[-8.629893,41.158485],[-8.630055,41.157396],[-8.62884,41.157297],[-8.627229,41.157198],[-8.625915,41.157351],[-8.62578,41.157342],[-8.625708,41.157342],[-8.62524,41.157351],[-8.625375,41.157234],[-8.625438,41.157162],[-8.625114,41.15727],[-8.626734,41.157621],[-8.62767,41.157729],[-8.628156,41.157954],[-8.628165,41.158008],[-8.629056,41.158575],[-8.629461,41.1588],[-8.62956,41.158764],[-8.630262,41.158296],[-8.632125,41.158467],[-8.634006,41.158773],[-8.635374,41.159016],[-8.635383,41.159097],[-8.635419,41.158935],[-8.636616,41.159187],[-8.638965,41.1597],[-8.640054,41.159745],[-8.640198,41.159664],[-8.641332,41.159844],[-8.643024,41.160231],[-8.643357,41.160267],[-8.643375,41.160258],[-8.643825,41.16024],[-8.644095,41.160969],[-8.643663,41.161995],[-8.643402,41.162607],[-8.643114,41.163363],[-8.643096,41.163768],[-8.643051,41.164065],[-8.642916,41.164776],[-8.642862,41.16483],[-8.642799,41.164704],[-8.642718,41.164641],[-8.643411,41.165163],[-8.646156,41.165667],[-8.647128,41.165829],[-8.647173,41.165856],[-8.648739,41.166117],[-8.649297,41.166261],[-8.649639,41.166522],[-8.649531,41.167296],[-8.649162,41.167467],[-8.649135,41.167575]]"
3588,1400954296620000044,B,1400954296,"[[-8.613369,41.16708],[-8.613585,41.166909],[-8.614818,41.167458],[-8.616123,41.167953],[-8.61795,41.167602],[-8.619534,41.167755],[-8.621334,41.167539],[-8.623026,41.167548],[-8.624088,41.167296],[-8.624403,41.167143],[-8.624394,41.16708],[-8.6247,41.166981],[-8.625798,41.16672],[-8.62695,41.166423],[-8.628849,41.165802],[-8.630199,41.165271],[-8.630496,41.16519],[-8.632098,41.164488],[-8.634168,41.163705],[-8.635383,41.163975],[-8.636742,41.164416],[-8.638632,41.164758],[-8.638875,41.164839],[-8.638929,41.164884],[-8.639712,41.16537],[-8.640729,41.164884],[-8.642124,41.165163],[-8.642241,41.165037],[-8.642628,41.165073],[-8.645058,41.165514],[-8.646912,41.165883],[-8.647533,41.166018],[-8.649171,41.16627],[-8.649531,41.166297],[-8.64954,41.166297],[-8.649549,41.166279],[-8.649639,41.166297],[-8.649459,41.167413],[-8.649918,41.167638],[-8.649324,41.168034],[-8.648649,41.168592],[-8.650035,41.168862],[-8.650755,41.168979],[-8.652771,41.16933],[-8.653203,41.169447]]"
3589,1392917696620000618,C,1392917696,"[[-8.612226,41.172696],[-8.612352,41.172669],[-8.612424,41.172633],[-8.612451,41.17257],[-8.61246,41.172615],[-8.612451,41.172642],[-8.61264,41.172714],[-8.612649,41.171985],[-8.612829,41.171364],[-8.611623,41.171103],[-8.609841,41.170122],[-8.608779,41.169429],[-8.609544,41.168493],[-8.609274,41.167863],[-8.6094,41.167449],[-8.609085,41.166765],[-8.609238,41.165955],[-8.608446,41.165577],[-8.608473,41.165028],[-8.608491,41.164785],[-8.608932,41.163156],[-8.609508,41.16168],[-8.609607,41.161599],[-8.609661,41.16159],[-8.609679,41.161581],[-8.609544,41.16141],[-8.607537,41.16105],[-8.605341,41.160564],[-8.604792,41.160456],[-8.604738,41.160483],[-8.604792,41.160501],[-8.603928,41.160222],[-8.602164,41.159655],[-8.601129,41.159529],[-8.599995,41.15916],[-8.599869,41.159178],[-8.599788,41.159232],[-8.599653,41.159223],[-8.598897,41.158872],[-8.598879,41.157774],[-8.599194,41.15619],[-8.599581,41.15466],[-8.599815,41.153544],[-8.599779,41.153436],[-8.599752,41.1534],[-8.599977,41.153184],[-8.600814,41.153373],[-8.600715,41.153679],[-8.600643,41.153724],[-8.600706,41.153796],[-8.600733,41.15412],[-8.600238,41.15448],[-8.599896,41.154552]]"
3677,1393689239620000329,B,1393689239,"[[-8.61201,41.172678],[-8.612019,41.172687],[-8.612307,41.172732],[-8.612487,41.172777],[-8.612559,41.172786],[-8.612775,41.172705],[-8.612811,41.171922],[-8.612487,41.171202],[-8.611209,41.170833],[-8.610894,41.170734],[-8.610354,41.170473],[-8.608752,41.169519],[-8.609139,41.169114],[-8.609526,41.16843],[-8.609481,41.167719],[-8.609193,41.166819],[-8.60913,41.165766],[-8.608527,41.164956],[-8.6085,41.164695],[-8.608761,41.163651],[-8.609184,41.162508],[-8.609517,41.161743],[-8.609508,41.161671],[-8.609517,41.161653],[-8.609517,41.161644],[-8.609805,41.160906],[-8.609967,41.159331],[-8.609976,41.157864],[-8.609985,41.157576],[-8.609985,41.157531],[-8.60994,41.156325],[-8.610084,41.154777],[-8.610093,41.153139],[-8.61012,41.152059],[-8.610579,41.151456],[-8.610894,41.150619],[-8.611893,41.150403],[-8.612334,41.148873],[-8.611965,41.148405],[-8.611956,41.14827],[-8.612757,41.148162],[-8.6139,41.148243],[-8.614134,41.14836],[-8.614467,41.147928],[-8.614773,41.147577],[-8.615439,41.147388],[-8.616474,41.147208],[-8.617653,41.147217],[-8.617932,41.147154],[-8.617905,41.147001],[-8.617869,41.146902],[-8.617833,41.146875],[-8.617806,41.146695],[-8.617527,41.145633],[-8.617392,41.145129],[-8.616537,41.145084],[-8.615709,41.145435],[-8.614656,41.145831],[-8.613612,41.145831],[-8.612739,41.145903],[-8.612298,41.145948],[-8.611884,41.146056],[-8.611839,41.146083],[-8.611785,41.146128],[-8.611542,41.146155],[-8.611218,41.146398],[-8.611002,41.147757],[-8.610669,41.148864],[-8.610696,41.148882],[-8.610687,41.148909],[-8.61039,41.149485],[-8.6103,41.150493],[-8.610273,41.150556],[-8.610273,41.150574],[-8.610246,41.150628],[-8.609706,41.151195],[-8.609868,41.151852],[-8.610021,41.152725],[-8.610012,41.153157],[-8.609463,41.153958],[-8.609238,41.155398],[-8.609094,41.15691],[-8.60877,41.158026],[-8.608365,41.159034],[-8.607816,41.160042],[-8.606331,41.163957],[-8.606484,41.165613],[-8.606484,41.167755],[-8.605872,41.169636],[-8.605503,41.170158],[-8.605179,41.17059],[-8.604198,41.172012],[-8.605845,41.172876],[-8.607609,41.173227],[-8.610102,41.174343],[-8.61264,41.17482],[-8.613684,41.17518],[-8.614503,41.175693],[-8.616492,41.175441],[-8.618706,41.175144],[-8.6202,41.174955],[-8.620362,41.176026],[-8.62065,41.176818],[-8.62263,41.17743],[-8.624394,41.177736]]"
